,Text,Cluster_Label
4062,"2644: CERAMICS II
",0
4063,"Introduction to forming methods using the potter’s wheel. Design concepts, techniques and approaches to
",0
5139,"Production experiences in the areas of performance, design and theatre technology, management, and
",0
4087,"Survey of the visual arts and material culture produced in Islamic cultures from its origins in the 7th
",0
4088,"century CE (Common Era) through the contemporary period. Focus on analyzing transnational exchanges
",0
4089,"and influences that shape the visual and material culture of Islamic regions including architecture, the
",0
4090,"graphic arts, painting, ceramics, and textiles within cultural, geographic, political, and religious contexts.
",0
4091,"Includes artifacts and architecture from Iraq, Iran, the Arabian Peninsula, Egypt, Turkey, India, Spain and
",0
5031,"colorblind representations, and black exploitation films, and the appropriation of black representation and
",0
4093,"3064: ARTS OF CHINA AND JAPAN
",0
4094,"An introduction to Chinese and Japanese art from the Neolithic to the present. The influence of
",0
4095,"philosophy, religion and social organizations on the development of the visual arts in China and Japan.
",0
4096,"Considers a range of media including painting, sculpture, calligraphy, ceramics, prints, and architecture in
",0
4867,"Discusses sex and medicine in contemporary U.S. society. Explores how notions of sexual behavior and
",0
4098,"3074: EGYPTIAN ART AND ARCHITECTURE
",0
4099,"Introduction to Egyptian art and architecture from the Predynastic through the Late Period with emphasis
",0
4100,"on the major monuments of Egyptian sculpture, painting and architecture. Emphasis on Egyptian art in
",0
4101,"the context of the unique landscape of the Nile River and surrounding desert, the art of contemporary
",0
4086,"3054: ISLAMIC ART AND ARCHITECTURE
",0
5030,"and evolved. Examines gender issues in filmmaking. Reviews different genres, including race films,
",0
4083,"Japanese, Chinese, pre-Columbian, sub-Saharan, Native American, or Islamic art and architecture.
",0
4073,"Introduction to the basic principles of 3d-computer animation including modeling, texture mapping,
",0
5138,"3014: THEATRE PRODUCTION LAB
",0
4067,"2664: DIGITAL PHOTOGRAPHY
",0
4068,"Concepts, terminology, and skills in digital photography. Discover and utilize the appropriate techniques
",0
5029,"perspectives. Focuses on the social, political, economic, and historical milieu in which black film emerged
",0
5281,"income and the implications of privatization and interjurisdictional competition for the public policy
",0
4072,"2704: 3D COMPUTER ANIMATION
",0
5388,"4394: COMMUNITY RENEWABLE ENERGY SYSTEMS
",0
4082,"Rotating topics from all periods of art history with a particular emphasis on non-Western art, such as
",0
5229,"urban affairs and the B.S. in environmental policy and planning, as well as minors under both degrees. At
",0
5282,"behavior and outcomes of subnational governments. (3H,3C)2004 (REAL 2004): PRINCIPLES OF REAL ESTATEIntroduction to real estate, including markets, land use planning and zoning, development, finance,construction, sales, marketing, management and property valuation. Examines the key actors and
",0
5263,"Satisfactory Progress
",0
5230,"the graduate level the department offers the master of urban and regional planning degree.
",0
5231,"B.A. in Public and Urban Affairs
",0
4081,"3004: TOPICS IN ART HISTORY
",0
3953,"Transdisciplinary practice in an inclusive, collaborative environment, through the lens of creative
",0
3941,"practices, practice-based technical and conceptual knowledge to achieve expressive communication.
",0
3952,"TECHNOLOGIES+EXPERIENCES
",0
4972,"Overview
",0
3797,"Qualified students will be placed with a community agency or on-campus office which addresses
",0
5011,"2064: INTRODUCTION TO CINEMA PRODUCTION
",0
3798,"contemporary issues of gender, class, and/or race, and will meet periodically with an appropriate faculty
",0
3799,"member to discuss assigned readings that will provide a context for the work experience. Students will
",0
3801,"may be taken for up to 6 elective credits in the Women’s Studies concentration. Junior standing,
",0
5267,"Satisfactory progress requirements toward the B.A. in Public and Urban Affairs and B.S. in Environmental
",0
4973,"Satisfactory Progress
",0
5269,"http://registrar.vt.edu/graduation-multi-brief/index1.html .
",0
5425,"4914: SEMINAR IN PUBLIC AND URBAN AFFAIRS
",0
5192,"3954: STUDY ABROAD
",0
4968,"systems biology. Pre: 3036, 3116 for 4135; 4135 for 4136. Co: 4065 for 4135; 4066 for 4136. (2H,2C)
",0
5190,"community theatre are explored in relationship to the production process and other theatre artists. Pre:
",0
5189,"The systems, procedures, forms, and duties of the stage manager in the professional, academic, and
",0
4967,"Oral and written presentations, management and social issues, current literature and developments in
",0
5188,"3624: STAGE MANAGEMENT
",0
5423,"supply, sewerage, solid waste disposal, transportation, education, recreation, health, and safety). Pre:
",0
3796,"4754: INTERNSHIP
",0
3794,"cultural assumptions about gender for practicing scientists. A 3000 level course in science or engineering
",0
4965,"Training and practical experience in ethical standards of science. 4135: Systems biology, proposal
",0
5268,"Policy and Planning can be found on the major checksheet by visiting the University Registrar website at
",0
4981,"emphasized.
",0
4980,"such, the three basic aspects of the disciplines (the theoretical, the historical, and the practical) are
",0
3784,"4334 (STS 4334): SEXUAL MEDICINE
",0
3785,"Discusses sex and medicine in contemporary U.S. society. Explores how notions of sexual behavior and
",0
5195,"Issues and concerns in contemporary theatre; production philosophies and approaches, employment
",0
3786,"""normality"" are defined and structured by medical discourse. Examines cultural institutions that play
",0
4979,"necessary to develop an informed understanding of Theatre and Cinema literature and its practice. As
",0
3787,"significant roles in formulating ideas about and definitions of deviance, perversity, and tolerated
",0
4977,"Overview
",0
3788,"marginality. Critiques medical responses to sexual variations. Examines experiences of people who have
",0
3789,"sought out, or been the unwilling victims of, sexual medicine. Junior standing required. Pre: 1824.
",0
4978,"The curriculum in Theatre and Cinema is designed to provide the student with the essential approaches
",0
5194,"4014: CONTEMPORARY THEATRE SEMINAR
",0
3791,"4704 (STS 4704): GENDER AND SCIENCE
",0
3792,"Investigates the gender dimensions of science in both historical and contemporary perspectives.
",0
3793,"Discusses feminist studies of science, exploring strengths and limitations. Assesses implications of
",0
4966,"writing, ethical issues, the impact of systems biology on national and global issues, career options. 4136:
",0
4964,"4135-4136: PROFESSIONALISM IN SYSTEMS BIOLOGY
",0
3951,"1114: PLAY TO MAKE-MATERIALS, TOOLS, PROCESSES-CREATIVE
",0
3839,"artists and scholars of art history. The School emphasizes new digital media as well as traditional artistic
",0
5184,"3604: ARTS MANAGEMENT
",0
3833,"Director of FourDesign:  J. Joiner
",0
3834,"Program Chairs:  Art and Art History - M. Moseley-Christian, Visual Communication
",0
3835,"Design - M. Dee, and Studio Arts - T. Head
",0
3836,"Area Coordinators:  Foundations of Art - E. Standley
",0
5015,"Rotating topics in cinema production. Designed for majors in the Department of Theatre and Cinema who
",0
3838,"Academic PoliciesMenuThe School of Visual Arts (SOVA) offers studio-based programs in the visual arts balanced with the studyof the history, theory, and criticism of visual and material culture. The faculty includes both practicing
",0
3840,"media. We offer B.F.A. degrees in both Visual Communication Design and Studio Arts, as well as a B.A.
",0
3831,"Armory Art Gallery Director:  D. Sim
",0
5271,"1004: INTRODUCTION TO CAREERS IN URBAN AFFAIRS AND PLANNING
",0
3841,"degree and minor in Art History.
",0
3842,"SOVA provides a variety of exhibitions and art events. The Armory Art Gallery exhibits work by national
",0
3843,"and regional artists. XYZ, a student-run gallery, provides students and regional artists the opportunity to
",0
5421,"Considered are those elements associated with the primary urban activities (residential, commercial,
",0
3844,"create and show wide-ranging experimental work. The Collaboration for Creative Technologies in Arts
",0
3845,"and Design (CCTAD) is a cross-disciplinary initiative with Art, Music, Computer Science and
",0
3832,"Associate Director of Academic Advising:  Tracey Proco Drowne
",0
3830,"Instructors:  D. H. Bannan, J. Hand, J. Rosenthal, A. Salisbury, and D. Sim
",0
4963,"4065; 4065 for 4066. Co: 4135 for 4065; 4136 for 4066. (4H,4C)
",0
5186,"directors, artistic missions and goals, funding, volunteer support, and fiscal control. Junior standing
",0
3815,"Overview
",0
3816,"Portfolio Review
",0
3817,"Bachelor of Fine Arts in Studio Art
",0
5422,"industrial) as well as the urban form-giving infrastructure facilities that support those land uses (water
",0
3818,"Bachelor of Fine Arts in Creative Technologies
",0
3819,"Bachelor of Fine Arts in Visual Communication Design
",0
3820,"Bachelor of Arts in Art History
",0
5014,"3184: CINEMA PRODUCTION TOPICS
",0
3829,"K. Meaney, and R. Weaver
",0
3823,"Overview
",0
3824,"Director:  Kevin Concannon
",0
3825,"Professors:  C. Burch-Brown, D.F. Crane, and L. B. Van Hook
",0
3826,"Associate Professors:  M. Casto, A.M. Knoblauch, M. Moseley-Christian, S. Paterson, E.
",0
3827,"Standley, T. Tucker, and D. Webster
",0
3828,"Assistant Professors:  S. Blanchard, M. Borowski, M. Dee, P. Finley, T. Head, J. Joiner,
",0
5185,"The development of the not-for-profit arts organization, structures and characteristics of boards of
",0
4982,"A program in theatre arts leading to the B.A. is offered. In addition to fulfilling the core curriculum
",0
3781,"Africa, Asia, and Latin America. Pre: Junior Standing. (3H,3C)4224: WOMEN’S STUDIES SEMINARThis multi-disciplinary, multi-cultural course examines a significant topic in Women’s Studies, utilizing the
",0
4983,"requirements of the College of Liberal Arts and Human Sciences and the Curriculum for Liberal
",0
5007,"and cinema terminology, phases of cinema production, cinema style of individual directors, creative work
",0
5000,"and toward the degree in Theatre Arts.
",0
4999,"minimum criteria toward the General Education (Curriculum for Liberal Education) (see "" Academics "")
",0
3738,"sexuality and gender as historical and cultural constructs. Examines the experiences of individuals who
",0
4998,"University policy requires that students who are making satisfactory progress toward a degree meet
",0
3739,"do not conform to binary sex-gender systems and the development of diverse identities and LGBTQ
",0
3740,"communities. Introduces feminist and queer theories that address LGBTQ issues within social, political,
",0
3741,"legal, and cultural institutions. Examines the institutional oppression of sexual minorities and implications
",0
3742,"of the intersectionalities of such systems of inequality as gender, race, ethnicity, class, age, and
",0
5001,"Satisfactory progress requirements toward the B.A. in Theatre Arts can be found on the major checksheet
",0
5432,"4954: STUDY ABROAD
",0
5201,"4315-4316: DIRECTING
",0
4997,"Satisfactory Progress
",0
4996,"Limited scholarship support is available.
",0
5008,"of cinematography, production design, and editing, ideological and social meaning in cinema,
",0
5009,"demographics of visual representation, cinema’s economic marketplace. Ethical values and conflicts as
",0
3748,"3004: TOPICS IN FEMINISM
",0
5202,"Script analysis, theories, techniques, and practical applications of theatrical direction. 4315: Theories and
",0
5002,"by visiting the University Registrar website at http://registrar.vt.edu/graduation-multi-brief/index1.html .
",0
3780,"ecology; agriculture and natural resources; participatory methods and empowerment. Case studies from
",0
3730,"Focuses on how race, class, gender, and sexualities form interlocking systems of privilege and
",0
3724,"2254: FEMINIST ACTIVISM
",0
3725,"Explores the history of individual and collective action geared toward gaining women’s rights and
",0
5207,"Internship of one semester in acting, directing, management, design, or technical theatre or cinema with a
",0
3727,"as the perspectives, agendas, and actions of specific subgroups of women whose perspectives
",0
5004,"2054: INTRODUCTION TO CINEMA
",0
5204,"staging. 4316: Rehearsal techniques, style determination realism, and non-realism. Senior standing
",0
3729,"2264 (AFST 2264) (SOC 2264): RACE, CLASS, GENDER, AND SEXUALITIES
",0
5005,"Introduction to cinema as a medium for artistic communication. Interpretation and analysis of films to
",0
5006,"understand designs, ideas and values in artistic and cultural contexts. Basic elements of cinema structure
",0
3731,"oppression at individual and institutional levels. Emphasizes race, class, gender, and sexualities as
",0
3732,"changing social constructions and interactive systems that shape social institutions and organizations,
",0
3734,"2274: WOMEN IN THE MILITARY
",0
3736,"2284: LESBIAN, GAY, BISEXUAL, TRANSGENDER AND QUEER ISSUES
",0
3737,"Introduces students to Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) Studies. Focuses on
",0
5208,"professional equity company for selected advanced students; classroom, workshop, and production
",0
5203,"aesthetics of directing, functions of the director, script analysis, basic principles and techniques of
",0
4993,"Emeritus Professors:  D. A. Drapeau, B. Dukore, and F. N. Proctor
",0
3750,"political, economic, and institutional structures as well as individual experiences and perceptions. The
",0
4992,"Career Advisors:  G. W. Justice and R. W. Ward
",0
3772,"women’s physical and mental health. Special attention is paid to the influence of cultural traditions and
",0
3767,"and third worlds both in the U.S. and internationally. Studies the impact on women of political movements
",0
4987,"Professors:  R. H. Leonard, S. Prince, P. Raun, and R. W. Ward
",0
3768,"such as nationalism, colonialism, revolution, authoritarianism and democracy. Compares theories
",0
4986,"Faculty Chair:  Susanna Rinehart
",0
5196,"opportunities, career options, and preparation of portfolio and resume materials. Junior standing required.
",0
3770,"3324: PERSPECTIVES ON THE BIOLOGY OF WOMEN
",0
3771,"Examines historical, social, and cultural views of women’s biology and how those views have impacted
",0
4985,"Director, School of Performing Arts | Music | Theatre | Cinema:  Paul Steger, Director
",0
5199,"Participation in theatre projects or activities that focus on community and social issues. May be repeated
",0
5010,"found in given films, and ethical reasoning as part of the analysis of cinema. (2H,3L,3C)
",0
4984,"Education, general majors must complete a minimum of 48 hours in theatre arts. Students who choose a
",0
5426,"This capstone seminar explores the central questions of the role of the citizen and the citizenry in
",0
3776,"4214 (GEOG 4214) (UAP 4214): GENDER, ENVIRONMENT, AND INTERNATIONAL DEVELOPMENT
",0
3777,"Key concepts and critiques related to the intersection of gender, environment, and international
",0
3778,"development. Development institutions and organizations with relationship to gender and environment.
",0
3779,"Theoretical and applied perspectives on eco-feminism; bio-diversity; climate change; feminist political
",0
5427,"democratic capitalistic urban societies as well as the nature of accountability in such regimes. Topics such
",0
3766,"color. Examines the multiple and diverse sites of feminist struggle within the third world, and between first
",0
3765,"An introduction to the gendered analysis of global women’s issues with a special focus on women of
",0
3764,"3214: GLOBAL FEMINISMS
",0
5429,"relationship of the public, private and civil sectors in urban society are treated. Senior status in PUA
",0
5198,"4304: THEATRE OUTREACH
",0
3754,"3014 (RLCL 3014): WOMEN AND GENDER IN ISLAM
",0
4991,"Instructors:  J. Court, K. Murphy, K. Precoda and C. Russo
",0
3755,"An examination of women and gender in Islam from a variety of perspectives including Muslim women in
",0
4990,"Assistant Professors:  C. Dye, A. Nelson, J. Stein, and N. Staley
",0
3756,"Islamic history, normative constructions of the roles of women in Islam, and women’s role in
",0
3757,"contemporary Muslim societies. Understanding of women in classical Islam; feminist and reformist
",0
3759,"3134 (ENGL 3134): GENDER AND LINGUISTICS
",0
3760,"Exploration of differences--real and imagined--in the speech of men and women, and the relationship
",0
4989,"C. Rinehart
",0
3761,"between these differences to culture. Exploration of how language can reflect and reinforce gender
",0
3762,"inequality. Linguistic phenomena covered: pitch, vocabulary, sound change, language ideologies, and
",0
4988,"Associate Professors:  J. Ambrosone, D. W. Johnson, G. W. Justice, C. Rawlings, and S.
",0
5428,"as the processes by which representation occurs, alternate theories of democratic community and the
",0
3846,"Communications. The Digital Arts and Animation Studio (DAAS) is designed to facilitate this new
",0
3847,"concentration.
",0
3848,"FourDesign, a University Service Center, provides outstanding seniors with a vital professional design
",0
5272,"Introduces academic requirements for the Public and Urban Affairs (PUA) and Environmental Policy and
",0
5414,"private conflict and their influence on planning and public policy are examined. Pre: Junior standing
",0
4943,"Applications of statistical methods and computer simulation. 2025: Genome analysis, molecular network
",0
4942,"Introduction to the fundamental ideas and methods of systems biology by a series of case studies.
",0
3923,"offered. The minor in Art History is intended to give the student a foundation in visual literacy and an
",0
3924,"understanding of the historical, theoretical and critical approaches that are used to interpret the visual
",0
4941,"2025,2026: INTRODUCTION TO SYSTEMS BIOLOGY
",0
5221,"Overview
",0
5264,"University policy requires that students who are making satisfactory progress toward a degree meet
",0
3921,"publishing companies and others.
",0
4939,"brief/checksheets/minors/index.html  for requirements toward a minor in Systems Biology.
",0
4938,"Please visit the University Registrar's website at https://www.registrar.vt.edu/graduation-multi-
",0
5413,"of law, powers of sovereign governments, constitutional limitations on government activities, and public-
",0
4937,"Minor in Systems Biology
",0
5170,"3164: VOICE AND SPEECH TOPICS
",0
3925,"world. Because Art History is an academic program, there is no entry portfolio requirement.
",0
5412,"Examination of the legal context in which urban planning and public policy operate. Legal structure, role
",0
4944,"architecture, dynamical systems. 2026: Molecular regulatory systems, metabolic pathways, data mining.
",0
3920,"research, while there are also numerous opportunities in museums, galleries, auction houses, archives,
",0
3908,"restricted and requires successful completion of specific criteria. See Portfolio Review  above.
",0
5416,"4764 (GEOG 4764) (SOC 4764): INTERNATIONAL DEVELOPMENT POLICY AND PLANNING
",0
5417,"Examination of major development theories and contemporary issues and characteristics of low-income
",0
4949,"3035-3036: SYSTEMS BIOLOGY OF GENES AND PROTEINS
",0
3911,"sequences are uniquely tailored to Visual Communication Design students.
",0
3912,"Bachelor of Arts in Art History
",0
5265,"minimum criteria toward the General Education (Curriculum for Liberal Education) (see "" Academics "")
",0
5174,"performing arts. Designed for advanced theatre arts majors who have foundational training in acting voice
",0
5173,"Rotating topics in theatre movement, dance for the theatre and theories of physical expression in the
",0
5172,"3174: MOVEMENT TOPICS
",0
3919,"Students in the program may have opportunities to apply for various internships or volunteer positions inthe local and regional area, in order to expand on their academic experience in the classroom. Anundergraduate concentration in Art History may lead to graduate studies and careers in teaching and
",0
3913,"The Art History Program develops the analytical and conceptual skills necessary for students to explore
",0
3914,"visual and material culture in its historical, social, cultural, political and theoretical contexts, over a range
",0
3915,"of periods and styles. Students are acquainted with research practices and the methodologies that are
",0
3916,"used to critically assess and write about art within the discipline. Art History faculty offers a variety of
",0
3917,"courses in ancient, early modern, 19th century, contemporary, and nonwestern visual and material
",0
4945,"Pre: ISC 1106 or (BIOL 1105, CHEM 1036, MATH 1026) or (BIOL 1105, CHEM 1036, MATH 1226).
",0
3918,"culture, as well as special topics courses.
",0
4936,"brief/index1.html .
",0
5169,"Pre: 2224, 2144.
",0
5222,"B.A. in Public and Urban Affairs
",0
5277,"This class introduces some of the most vital concerns and issues challenging democratic capitalistic
",0
4927,"transition plan for students already in the degree program.
",0
5164,"foundational training in all areas if theatre technology and design. May be repeated for unlimited number
",0
5276,"1024: PUBLIC ISSUES IN AN URBAN SOCIETY
",0
4923,"required for degree completion varies among curricula. Students must satisfactorily complete all
",0
5409,"associated policy issues. Reviews experience in Western Europe and developing countries, as well as in
",0
5020,"storytelling techniques, intermediate directing, team- based ownership and responsibility, and project
",0
5163,"Rotating topics in design and theatre technology. Designed for advanced theatre arts majors who have
",0
3945,"1104: LANGUAGE OF VISUAL ARTS
",0
5223,"B.S. in Environmental Policy and Planning
",0
5162,"3144: THEATRE TECHNOLOGY TOPICS
",0
3946,"Introduces key formal structures across the broad variety of disciplines in the visual arts and built
",0
5278,"urban societies today. Topics addressed include different perspectives on the causes and portent of the
",0
3947,"environment, including: architecture, painting, sculpture, photography, and film. Considers global objects
",0
3948,"and sites from an intercultural perspective, examining how various formal elements impact our experience
",0
3949,"and function to construct meaning for audiences. Writing informed arts criticism grounded in local and
",0
4918,"division's webpage or upon request.
",0
4928,"Please visit the University Registrar website at http://registrar.vt.edu/graduation-multi-
",0
5275,"taken during the first semester in the PUA or EPP program. (1H,1C)
",0
4930,"Satisfactory Progress
",0
4931,"University policy requires that students who are making satisfactory progress toward a degree meet
",0
4935,"checksheet by visiting the University Registrar website at http://registrar.vt.edu/graduation-multi-
",0
3930,"required for degree completion varies among curricula. Students must satisfactorily complete all
",0
5273,"Planning (EPP) majors. Assists students with academic planning and career exploration. Students
",0
5411,"4754: LEGAL FOUNDATIONS OF PLANNING
",0
4934,"Satisfactory progress requirements toward the B.S. in Systems Biology can be found on the major
",0
3934,"transition plan for students already in the degree program.
",0
3935,"Please visit the University Registrar website at http://registrar.vt.edu/graduation-multi-
",0
5167,"Rotating topics in performance skills and theories. Designed For advanced theatre arts majors who have
",0
4933,"Education) (see "" Academics "") and toward the degree.
",0
3938,"1004: TOPICS IN STUDIO ART FOR NON-MAJORS
",0
4932,"minimum criteria toward the General Education (Curriculum for Liberal Education or Pathways to General
",0
3940,"concentrations. Multiple projects with emphasis on media specific creations using introductory studio
",0
5166,"3154: ACTING TOPICS
",0
5127,"fundamentals of stage lighting. (3H,3C)2604 (MUS 2604): INTRODUCTION TO ARTS MARKETINGAn introduction to the theories and practice of marketing and building community engagement as applied
",0
3942,"Analyze and critique creative works within historical and cultural context. May be repeated with different
",0
3909,"Students who have been accepted into the Visual Communication Design Program begin the Visual
",0
3907,"Visual Communication Design offers a Bachelor of Fine Arts degree (B.F.A.). Entry into this program is
",0
3849,"experience. Student interns work in a team environment under the direction of FourDesign faculty to
",0
5418,"societies (industrialization, urbanization, migration, rural poverty, hunger, foreign trade, and debt) that
",0
3860,"B.F.A. students prior to taking SOVA courses that are 2000 level or higher.
",0
3861,"The investigation and unification of dexterity, contextual dialogue, and presentation skills are at the heart
",0
3862,"of the Foundations of Art and Design program at SOVA. Rather than isolating craft at the foundational
",0
3863,"level of study, whole elements of visual language are fostered equally. This unified approach to art and
",0
3864,"design studies aim to develop:Innovation and creative leadership skillsVisual logic through multimediaConfidence with digital and analog crossoverTraditional awareness applicable to contemporary tools of production
",0
3865,"Portfolio Review
",0
3866,"Students must pass the annual Portfolio Review in order to enter the B.F.A. programs in Studio Art,
",0
4957,"metabolic networks, neural networks, applications. 3116: Stochastic effects, cell cycle and cancer, spatial
",0
4958,"effects, motility, development, tissue dynamics, applications. Pre: 2025 or 2026 for 3115; 3115 for 3116.
",0
3867,"Creative Technologies, or Visual Communications Design. The SOVA Foundations of Art and Design
",0
3868,"curriculum supplies students with the necessary information and proficiency to compete in Portfolio
",0
3869,"Review.
",0
3870,"Studio Art, Creative Technologies, and Visual Communications Design candidates must be currently
",0
3871,"enrolled or have passed three foundation courses (ART1204 Principles of Art and Design, ART1404
",0
3872,"Drawing 1 and ART1604 Principles of New Media). Acceptance is contingent on successfully passing all
",0
4956,"estimation, bifurcation theory, switches and oscillators, gene regulatory networks, signaling pathways,
",0
3859,"drawing, and digital Imaging proficiency. Completion of the entire Foundation Program is required of
",0
5018,"3214: FICTION CINEMA PRODUCTION
",0
3906,"technologies.
",0
4962,"project and initial execution. 4066: Refine, complete, and document projects results. Pre: 3036, 3116 for
",0
3850,"produce design work for clients, providing professional and entrepreneurial experience rarely available to
",0
3851,"undergraduates. Through visiting artists and scholars, the School also brings students and members of
",0
3852,"the art community into dialogue with artists and critics of international prominence.
",0
3853,"SOVA participates in the University's Education Abroad Program, which is open to students at the
",0
5266,"and toward the degree in Urban Affairs and Planning.
",0
5181,"developing a play with the collaborative influences of a director, actors, designers, and other theatre
",0
5420,"4854: PLANNING OF THE URBAN INFRASTRUCTURECourse examines the interdependences among the elements of the built environment of the city andthose between the elements of the built environment and the policy/planning structure of the city.
",0
4961,"Training and practical experience in the conduct of systems biology research. 4065: Planning a research
",0
3857,"advanced study in the visual fields of Integrative Studio Art and Visual Communications Design. The two-
",0
5180,"paid to the work of influential playwrights and critics. 3316: primary focus is on the creative process of
",0
4960,"4065-4066: RESEARCH EXPERIENCE IN SYSTEMS BIOLOGY
",0
4959,"(3H,3L,4C)
",0
5179,"nurturing of vision and art. 3315: primary focus is on the writing of original scripts with additional attention
",0
3854,"sophomore level or above, and combines classroom study with travel-study tours in Europe, Cuba, and
",0
3855,"Latin America.
",0
3856,"Foundations of Art and Design is a year-long, entry-level intensive program that prepares students for
",0
3873,"three of these courses. The Studio Art, Creative Technologies, and VCD Review Committees (comprised
",0
3874,"of SOVA Faculty) screen student work for outstanding qualities in artistic ability, creativity, presentation
",0
4955,"and eukaryotic cells. 3115: Biochemical reaction networks, nonlinear dynamical systems, parameter
",0
3897,"Bachelor of Fine Arts in Visual Communication Design
",0
3891,"applications in industry.
",0
4952,"experiments. Case studies and specific applications in molecular biology, including cancer and infectious
",0
3893,"additional elective offerings that can be clustered so that students obtain specialization in any of the
",0
3894,"following areas : Immersive Virtual Environments, Code and Form or The Moving Image.
",0
3895,"With a BFA in Creative Technologies, students learn cutting-edge software in a creative environment,
",0
4951,"computational models and methods to analyze these data. Techniques for integrating data from different
",0
3896,"preparing them for employment in industry or further studies in graduate school.
",0
4950,"Experimental techniques in genomics, transcriptomics, and proteomics. Mathematical, statistical, and
",0
3875,"skills and overall motivation.
",0
3898,"The Visual Communication Design program is notable for its practical and applied approach to design
",0
3899,"pedagogy. Majors in Visual Communication Design develop conceptual abilities, problem solving skills
",0
3900,"and technical know-how required by a fast-paced, competitive field. Visual Communication Design
",0
3901,"demands individual creativity, teamwork skills, and adaptability to changing markets and technologies.
",0
3903,"practical experience and a full, professional portfolio. Graduates of the program may find themselves
",0
3904,"working in print design, product and packaging design, multimedia web page design, and advertising
",0
3905,"design. Coursework in 3D Animation and Interactive Design allows students to explore emerging design
",0
5176,"2224.
",0
3890,"with experience integrating emerging creative technologies into new media art contexts as well as
",0
3889,"animation, creative coding, interactive installations, etc. Classes are taught by active artists and scholars
",0
3888,"The Bachelor of Fine Arts in Creative Technologies focuses on computer-based digital arts, including
",0
3876,"Bachelor of Fine Arts in Studio Art
",0
3877,"In the Studio Arts program, majors can choose their emphasis from a variety of disciplines including
",0
3878,"Painting, Drawing, Ceramics, Digital/Media and Sculpture. The studio curriculum encourages students toexplore and develop their talents and interests. While specialization in the traditional sense is open to allmajors, the school also encourages innovative approaches by exploring areas in which different media
",0
4954,"In-depth study of how molecular regulatory networks determine the physiological properties of prokaryotic
",0
3879,"and disciplines fruitfully overlap. The B.F.A. in Studio Arts is specially designed to prepare students who
",0
3880,"plan to continue their education as artists at the graduate level.
",0
3881,"The Bachelor of Fine Arts degree in Studio Arts is a 78 credit-hour program. Each faculty member is
",0
3882,"dedicated to teaching, research, and outreach within his or her specific fields. The connection from
",0
4953,"diseases. 3035: genomics, transriptomics. 3036: proteomics, interactomics, data integration. Pre: 2026 or2025 for 3035; 2026 for 3036. (3H,3L,4C)3115-3116: NETWORK DYNAMICS AND CELL PHYSIOLOGY
",0
3883,"professional practice to studio classroom is essential in creating applicable learning environments.
",0
3884,"The goal of the program is to develop culture-enriching leaders and innovative visual artists. Completing
",0
3885,"an itegrated path of study in the Studio Arts Program will result in a B.F.A. degree that is applicable to the
",0
3886,"demands of the visual arts industry.
",0
5177,"3315-3316 (ENGL 3315-3316): PLAYWRITING
",0
3887,"Bachelor of Fine Arts in Creative Technologies
",0
5235,"University Distinguished Professor:  P. Knox
",0
5065,"Examine how the arts intersect with our daily lives. Compose and create basic examples of abstraction
",0
4179,"3574H: TOPICS IN GRAPHIC DESIGN
",0
4445,"Evia
",0
4528,"comparisons, and categorical data. Includes real-world examples. Develops problem-solving skills and
",0
4529,"ethical reasoning within the context of learning from data. 3006: Analysis of variance, simple and multiple,
",0
4530,"linear and nonlinear regression, analysis of covariance. Use of MINITAB. STAT 3005 duplicates STAT
",0
5339,"3774 (PSCI 3774): MARXIAN POLITICAL ANALYSIS
",0
4531,"3615 and STAT 4604, only one may be taken for credit. STAT 3006 duplicates STAT 3616, STAT 4604
",0
4532,"and STAT 4706, only one may be taken for credit. Co: MATH 1206 or MATH 1226 for 3005. Pre: MATH
",0
4730,"historical, philosophical, and sociological dimensions of science, technology, and medicine, through case
",0
4729,"This minor may be designed to emphasize combinations of moral, aesthetic, intellectual, political,
",0
4534,"3094: SAS PROGRAMMING
",0
4535,"Introduction to basic programming techniques: creating DATA and PROC statements, libraries, functions,
",0
5080,"the theater making process, including playwriting, directing, acting, and design. (3H,3C)2024: INTRODUCTION TO ACTINGIntroductory performance class in acting skills and theories as a participant (actor) and observer
",0
4536,"programming syntax and formats. Other topics include loops, SAS Macros and PROC IML. Emphasis is
",0
4537,"placed on using these tools for statistical analyses. The pre-requisite may be substituted for an equivalent
",0
4728,"Humanities, Science, and Technology Minor (HST)
",0
4539,"3104: PROBABILITY AND DISTRIBUTIONS
",0
4540,"Probability theory, including set theoretic and combinatorial concepts; in-depth treatment of discrete
",0
4727,"sciences, and natural sciences to understand the relationship between people and the natural world.
",0
4527,"analysis by parametric, nonparametric, and robust procedures. Analysis of variance (one-way), multiple
",0
4731,"studies and in-depth analysis. Students work with the undergraduate coordinator in STS to design a
",0
4526,"3005: Basic statistical methodology: exploratory data techniques, estimation, inference, comparative
",0
4518,"communicate information discovered by data explorations. Program in R or comparable statistics
",0
4512,"regression, concepts of probability theory, sampling errors, confidence intervals, and hypothesis tests.
",0
5244,"B.S. in Environmental Policy and Planning
",0
4513,"Include real-world applications to develop problem-solving skills and consider ethical implications within
",0
4514,"the context of learning from data. Pre: MATH 1014 or MATH 1025 or MATH 1225 or MATH 1525.
",0
5052,"4144: CINEMA STUDIES TOPICS
",0
